juris_id,ecozone,canfi_species,genus,species,variety,a,b,k,cap,volm,count,rmse
NT,3,602,LARI,LAR,,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,3,1201,POPU,TRE,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,3,1203,POPU,BAL,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,3,1203,POPU,BAL,BAL,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,3,1300,BETU,SPP,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,3,1303,BETU,PAP,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,3,1303,BETU,PAP,PAP,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,3,1308,BETU,PAP,NEO,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,4,100,PICE,SPP,,0.2765792945,-0.5455631890,0.9875207942,1.1952053928999999,435.92250000000001,12,0.025142099599999999
NT,4,101,PICE,MAR,,0.7099787447,-0.6609005680,0.9945706517,1.5103843588000001,72.867500000000007,7,0.098551706599999997
NT,4,105,PICE,GLA,,0.2765792945,-0.5455631890,0.9875207942,1.1952053928999999,435.92250000000001,12,0.025142099599999999
NT,4,203,PINU,BAN,,99.9999999900,-1.4967842100,0.9345147449,1.1590154104999999,322.90766029999997,11,0.0198199685
NT,4,204,PINU,CON,,99.9999999900,-1.4967842100,0.9345147449,1.1590154104999999,322.90766029999997,11,0.0198199685
NT,4,204,PINU,CON,LAT,99.9999999900,-1.4967842100,0.9345147449,1.1590154104999999,322.90766029999997,11,0.0198199685
NT,4,216,PINU,MUR,,99.9999999900,-1.4425672320,0.9045344620,1.3543925338,322.90766029999997,12,0.024045202799999998
NT,4,300,ABIE,SPP,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,4,302,ABIE,BAL,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,4,304,ABIE,LAS,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,4,500,PSEU,MEN,,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,4,500,PSEU,MEN,MEN,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,4,500,PSEU,MEN,GLA,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,4,500,PSEU,SPP,,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,4,601,LARI,DEC,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,4,602,LARI,LAR,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,4,1200,POPU,SPP,,19.9493696260,-0.9331492410,0.8055462475,2.6637404403999998,451.73612403999999,19,0.068349767199999995
NT,4,1201,POPU,TRE,,19.9493696260,-0.9331492410,0.8055462475,2.6637404403999998,451.73612403999999,19,0.068349767199999995
NT,4,1203,POPU,BAL,,1.0656577617,-0.0116287620,0.0000000100,1.0165328821999999,364.49530192999998,9,0.0076530796000000003
NT,4,1203,POPU,BAL,BAL,1.0656577617,-0.0116287620,0.0000000100,1.0165328821999999,364.49530192999998,9,0.0076530796000000003
NT,4,1301,BETU,ALL,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,4,1303,BETU,PAP,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,4,1303,BETU,PAP,PAP,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,4,1305,BETU,ALA,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,4,1305,BETU,NEO,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,5,100,PICE,SPP,,1.2877105535,-0.0428992640,0.0000000100,1.2288791160000001,658.35024884999996,32,0.051234240799999997
NT,5,101,PICE,MAR,,11.6577938360,-0.4934737450,0.0607439165,5.2418972533000003,392.98012476000002,20,0.073004787500000001
NT,5,105,PICE,GLA,,1.2877105535,-0.0428992640,0.0000000100,1.2288791160000001,658.35024884999996,32,0.051234240799999997
NT,5,203,PINU,BAN,,14.5087589050,-1.0432406770,0.9305086259,4.548556252,228.61569283,12,0.0538285134
NT,5,204,PINU,CON,,24.1275183840,-0.8225858860,0.6795653135,7.7179642720999997,643.08305851,33,0.080801377600000002
NT,5,204,PINU,CON,LAT,24.1275183840,-0.8225858860,0.6795653135,7.7179642720999997,643.08305851,33,0.080801377600000002
NT,5,216,PINU,MUR,,23.1808308510,-0.8551442610,0.7492695982,7.3114374715999997,643.08305851,33,0.056542159299999999
NT,5,300,ABIE,SPP,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,5,302,ABIE,BAL,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,5,304,ABIE,LAS,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,5,500,PSEU,MEN,,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,5,500,PSEU,MEN,MEN,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,5,500,PSEU,MEN,GLA,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,5,500,PSEU,SPP,,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,5,601,LARI,DEC,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,5,602,LARI,LAR,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,5,1200,POPU,SPP,,8.7372930301,-0.6627437330,0.7158536827,4.1107421990999997,802.89670489000002,33,0.084227220899999997
NT,5,1201,POPU,TRE,,8.7372930301,-0.6627437330,0.7158536827,4.1107421990999997,802.89670489000002,33,0.084227220899999997
NT,5,1203,POPU,BAL,,1.6864362939,-0.1042934880,0.0000000100,1.5402607704,504.07910798,24,0.1176998073
NT,5,1203,POPU,BAL,BAL,1.6864362939,-0.1042934880,0.0000000100,1.5402607704,504.07910798,24,0.1176998073
NT,5,1301,BETU,ALL,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,5,1303,BETU,PAP,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,5,1303,BETU,PAP,PAP,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,5,1305,BETU,ALA,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,5,1305,BETU,NEO,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,100,PICE,SPP,,1.2877105535,-0.0428992640,0.0000000100,1.2288791160000001,658.35024884999996,32,0.051234240799999997
NT,9,101,PICE,MAR,,11.6577938360,-0.4934737450,0.0607439165,5.2418972533000003,392.98012476000002,20,0.073004787500000001
NT,9,104,PICE,ENG,,1.2379278978,-0.0327418710,0.0000000100,1.0912938108000001,344.45976567000002,11,0.012592994499999999
NT,9,104,PICE,ENG,GLA,1.2379278978,-0.0327418710,0.0000000100,1.0912938108000001,344.45976567000002,11,0.012592994499999999
NT,9,105,PICE,GLA,,1.2877105535,-0.0428992640,0.0000000100,1.2288791160000001,658.35024884999996,32,0.051234240799999997
NT,9,109,PICE,SPP,,1.2877105535,-0.0428992640,0.0000000100,1.2288791160000001,658.35024884999996,32,0.051234240799999997
NT,9,203,PINU,BAN,,14.5087589050,-1.0432406770,0.9305086259,4.548556252,228.61569283,12,0.0538285134
NT,9,204,PINU,CON,,24.1275183840,-0.8225858860,0.6795653135,7.7179642720999997,643.08305851,33,0.080801377600000002
NT,9,204,PINU,CON,LAT,24.1275183840,-0.8225858860,0.6795653135,7.7179642720999997,643.08305851,33,0.080801377600000002
NT,9,216,PINU,MUR,,23.1808308510,-0.8551442610,0.7492695982,7.3114374715999997,643.08305851,33,0.056542159299999999
NT,9,300,ABIE,SPP,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,9,302,ABIE,BAL,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,9,304,ABIE,LAS,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,9,305,ABIE,MX2,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,9,306,ABIE,MIX,,1.3500229781,-0.0572470490,0.0000000100,1.2868662934999999,423.80330269000001,19,0.076051306599999993
NT,9,500,PSEU,MEN,,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,9,500,PSEU,MEN,MEN,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,9,500,PSEU,MEN,GLA,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,9,500,PSEU,SPP,,4.6939618767,-0.6246152360,0.8207506994,1.1935257787,477.87548132000001,12,0.025220642200000001
NT,9,600,LARI,SPP,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,9,601,LARI,DEC,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,9,602,LARI,LAR,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,9,604,LARI,LYA,,2.4231023081,-0.5274697780,0.9455645849,2.0186454098,199.53544905999999,8,0.057314430600000001
NT,9,1150,UNKN,SPP,,15.2853026170,-0.7251167960,0.6564656383,5.6783869872999997,658.35024884999996,33,0.077327055000000006
NT,9,1200,POPU,SPP,,8.7372930301,-0.6627437330,0.7158536827,4.1107421990999997,802.89670489000002,33,0.084227220899999997
NT,9,1201,POPU,TRE,,8.7372930301,-0.6627437330,0.7158536827,4.1107421990999997,802.89670489000002,33,0.084227220899999997
NT,9,1203,POPU,BAL,BAL,1.6864362939,-0.1042934880,0.0000000100,1.5402607704,504.07910798,24,0.1176998073
NT,9,1203,POPU,BAL,,1.6864362939,-0.1042934880,0.0000000100,1.5402607704,504.07910798,24,0.1176998073
NT,9,1301,BETU,ALL,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,1303,BETU,PAP,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,1303,BETU,PAP,PAP,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,1305,BETU,ALA,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,1305,BETU,NEO,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,1404,ACER,NEG,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,1500,GENH,SPP,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,9,1550,GENH,SPP,,24.7824259410,-0.7786517840,0.2688077901,2.9193162287000001,217.08427506999999,6,0.2030558509
NT,11,100,PICE,SPP,,5.7092254198,-0.6662991330,0.8236655346,2.6601100548000001,376.09978201000001,16,0.046638349799999999
NT,11,101,PICE,MAR,,16.7171557610,-0.6568177540,0.1705976554,6.8287655595999999,151.73908650000001,5,0.23589921289999999
NT,11,105,PICE,GLA,,5.7092254198,-0.6662991330,0.8236655346,2.6601100548000001,376.09978201000001,16,0.046638349799999999
NT,11,203,PINU,BAN,,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,11,204,PINU,CON,,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,11,204,PINU,CON,LAT,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,11,300,ABIE,SPP,,15.8077190940,-0.9920303140,0.9247438568,4.2284485573000001,376.09978201000001,16,0.047282835600000003
NT,11,304,ABIE,LAS,,15.8077190940,-0.9920303140,0.9247438568,4.2284485573000001,376.09978201000001,16,0.047282835600000003
NT,11,602,LARI,LAR,,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,11,1201,POPU,TRE,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,11,1203,POPU,BAL,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,11,1203,POPU,BAL,BAL,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,11,1303,BETU,PAP,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,11,1303,BETU,PAP,PAP,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,11,1308,BETU,PAP,NEO,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,12,100,PICE,SPP,,5.7092254198,-0.6662991330,0.8236655346,2.6601100548000001,376.09978201000001,16,0.046638349799999999
NT,12,101,PICE,MAR,,16.7171557610,-0.6568177540,0.1705976554,6.8287655595999999,151.73908650000001,5,0.23589921289999999
NT,12,105,PICE,GLA,,5.7092254198,-0.6662991330,0.8236655346,2.6601100548000001,376.09978201000001,16,0.046638349799999999
NT,12,203,PINU,BAN,,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,12,204,PINU,CON,,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,12,204,PINU,CON,LAT,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,12,300,ABIE,SPP,,15.8077190940,-0.9920303140,0.9247438568,4.2284485573000001,376.09978201000001,16,0.047282835600000003
NT,12,304,ABIE,LAS,,15.8077190940,-0.9920303140,0.9247438568,4.2284485573000001,376.09978201000001,16,0.047282835600000003
NT,12,602,LARI,LAR,,67.9141027760,-1.4696308170,1.1576922615,7.8539257907,252.97088758000001,12,0.2603607563
NT,12,1200,POPU,SPP,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,12,1201,POPU,TRE,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,12,1203,POPU,BAL,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,12,1203,POPU,BAL,BAL,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,12,1303,BETU,PAP,,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,12,1303,BETU,PAP,PAP,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NT,12,1308,BETU,PAP,NEO,27.1651693960,-1.1106238660,0.9651039663,5.9898271853000002,203.62184608999999,9,0.271919466
NU,1,101,PICE,MAR,,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,1,105,PICE,GLA,,10.3603955600,-1.0969467100,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,1,107,PICE,MAR,RUB,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,1,302,ABIE,BAL,,11.9356576770,-0.9532237310,0.8877815870,2.4146079989000002,411.81,20,0.020803830400000001
NU,1,602,LARI,LAR,,11.4145123640,-1.0826228430,0.9956084436,2.3292385952000001,263.15999999000002,14,0.0311715176
NU,1,1201,POPU,TRE,,13.0390998120,-1.0706779970,0.9522933699,2.5253923647000001,576.63000001,28,0.0141719915
NU,1,1203,POPU,BAL,,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,1,1203,POPU,BAL,BAL,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,1,1303,BETU,PAP,,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,1,1303,BETU,PAP,PAP,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,2,101,PICE,MAR,,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,2,105,PICE,GLA,,10.3603955600,-1.0969467100,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,2,107,PICE,MAR,RUB,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,2,302,ABIE,BAL,,11.9356576770,-0.9532237310,0.8877815870,2.4146079989000002,411.81,20,0.020803830400000001
NU,2,602,LARI,LAR,,11.4145123640,-1.0826228430,0.9956084436,2.3292385952000001,263.15999999000002,14,0.0311715176
NU,2,1201,POPU,TRE,,13.0390998120,-1.0706779970,0.9522933699,2.5253923647000001,576.63000001,28,0.0141719915
NU,2,1203,POPU,BAL,,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,2,1203,POPU,BAL,BAL,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,2,1303,BETU,PAP,,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,2,1303,BETU,PAP,PAP,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,3,101,PICE,MAR,,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,3,105,PICE,GLA,,10.3603955600,-1.0969467100,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,3,107,PICE,MAR,RUB,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,3,302,ABIE,BAL,,11.9356576770,-0.9532237310,0.8877815870,2.4146079989000002,411.81,20,0.020803830400000001
NU,3,602,LARI,LAR,,11.4145123640,-1.0826228430,0.9956084436,2.3292385952000001,263.15999999000002,14,0.0311715176
NU,3,1201,POPU,TRE,,13.0390998120,-1.0706779970,0.9522933699,2.5253923647000001,576.63000001,28,0.0141719915
NU,3,1203,POPU,BAL,,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,3,1203,POPU,BAL,BAL,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,3,1303,BETU,PAP,,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,3,1303,BETU,PAP,PAP,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,5,101,PICE,MAR,,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,5,105,PICE,GLA,,10.3603955600,-1.0969467100,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,5,107,PICE,MAR,RUB,7.7779626965,-1.0055013630,0.9632021860,2.4177993671000002,147.47,7,0.0290548417
NU,5,202,PINU,STR,,6.1983159179,-0.8821687710,0.9485279819,2.1141992018,835.86000001000002,32,0.0251165413
NU,5,203,PINU,BAN,,8.5963599236,-0.9868301160,0.9512359724,2.0927720411999999,395.44999998999998,20,0.017833179800000001
NU,5,209,PINU,RES,,2.3721416286,-0.5882647520,0.8949274101,1.5784796454000001,506.80000001000002,23,0.028281455
NU,5,302,ABIE,BAL,,11.9356576770,-0.9532237310,0.8877815870,2.4146079989000002,411.81,20,0.020803830400000001
NU,5,401,TSUG,CAN,,4.1475541829,-0.7604606750,0.9250061602,2.0339908292,577.76999999999998,27,0.020306325900000002
NU,5,602,LARI,LAR,,11.4145123640,-1.0826228430,0.9956084436,2.3292385952000001,263.15999999000002,14,0.0311715176
NU,5,701,THUJ,OCC,,2.3651243838,-0.4146121490,0.6888511177,1.8172602065000001,498.37,24,0.046378392099999999
NU,5,801,JUNI,VIR,,2.3651243838,-0.4146121490,0.6888511177,1.8172602065000001,498.37,24,0.046378392099999999
NU,5,1201,POPU,TRE,,13.0390998120,-1.0706779970,0.9522933699,2.5253923647000001,576.63000001,28,0.0141719915
NU,5,1203,POPU,BAL,,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,5,1203,POPU,BAL,BAL,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,5,1211,POPU,BAL,GRA,13.0113742880,-1.0724005860,0.9566547274,2.5224978806,576.63000001,29,0.015465398300000001
NU,5,1301,BETU,ALL,,12.6409748480,-1.1987202750,0.9779342105,1.8767557858999999,420.56,22,0.0135618428
NU,5,1303,BETU,PAP,,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,5,1303,BETU,PAP,PAP,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,5,1401,ACER,SAH,,11.6101369230,-0.9823200280,0.9325194746,2.7294608804,509.08999999999997,24,0.034711266800000001
NU,5,1405,ACER,RUB,,5.6472118366,-0.8534883140,0.9317554028,1.8757602227000001,362.27999999999997,18,0.018975249400000001
NU,5,1550,GENH,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
NU,15,101,PICE,MAR,,6.6605738633,-0.8239476610,0.8750763458,2.3407788272999999,254.11000000000001,11,0.081372694499999995
NU,15,105,PICE,GLA,,10.3603955600,-1.0969467100,0.9656617226,2.5351777779,366.94,19,0.0155334289
NU,15,107,PICE,MAR,RUB,6.6605738633,-0.8239476610,0.8750763458,2.3407788272999999,254.11000000000001,11,0.081372694499999995
NU,15,202,PINU,STR,,6.1983159179,-0.8821687710,0.9485279819,2.1141992018,835.86000001000002,32,0.0251165413
NU,15,203,PINU,BAN,,4.8890507743,-0.8584192830,1.0707539637,2.7120432610999998,132.21000000000001,6,0.2685953049
NU,15,209,PINU,RES,,2.3721416286,-0.5882647520,0.8949274101,1.5784796454000001,506.80000001000002,23,0.028281455
NU,15,302,ABIE,BAL,,11.9356576770,-0.9532237310,0.8877815870,2.4146079989000002,411.81,20,0.020803830400000001
NU,15,401,TSUG,CAN,,4.1475541829,-0.7604606750,0.9250061602,2.0339908292,577.76999999999998,27,0.020306325900000002
NU,15,602,LARI,LAR,,11.4145123640,-1.0826228430,0.9956084436,2.3292385952000001,263.15999999000002,14,0.0311715176
NU,15,701,THUJ,OCC,,2.3651243838,-0.4146121490,0.6888511177,1.8172602065000001,498.37,24,0.046378392099999999
NU,15,801,JUNI,VIR,,2.3651243838,-0.4146121490,0.6888511177,1.8172602065000001,498.37,24,0.046378392099999999
NU,15,1201,POPU,TRE,,13.0390998120,-1.0706779970,0.9522933699,2.5253923647000001,576.63000001,28,0.0141719915
NU,15,1203,POPU,BAL,,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,15,1203,POPU,BAL,BAL,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
NU,15,1211,POPU,BAL,GRA,13.0113742880,-1.0724005860,0.9566547274,2.5224978806,576.63000001,29,0.015465398300000001
NU,15,1301,BETU,ALL,,12.6409748480,-1.1987202750,0.9779342105,1.8767557858999999,420.56,22,0.0135618428
NU,15,1303,BETU,PAP,,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,15,1303,BETU,PAP,PAP,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
NU,15,1401,ACER,SAH,,11.6101369230,-0.9823200280,0.9325194746,2.7294608804,509.08999999999997,24,0.034711266800000001
NU,15,1405,ACER,RUB,,5.6472118366,-0.8534883140,0.9317554028,1.8757602227000001,362.27999999999997,18,0.018975249400000001
NU,15,1550,GENH,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
ON,5,1301,BETU,ALL,,15.3584810420,-1.2820102710,0.9839307882,2.0276234606000001,420.56,22,0.0065259454000000001
ON,5,1405,ACER,RUB,,13.9603408800,-1.2178107990,0.9855659565,2.4217040419,348.11000000000001,18,0.0144117898
ON,6,100,PICE,SPP,,5.7540640916,-0.4721890590,0.2702363141,3.2465753904999999,271.41500000000002,11,0.25964075920000002
ON,6,101,PICE,MAR,,7.9037266649,-0.9553525380,0.9472637787,2.6102497550999999,375.34001409000001,18,0.0114361464
ON,6,103,PICE,ABI,,6.3414882439,-0.7856588690,0.8683396358,2.6045891566999999,367.44999999999999,19,0.024054373600000001
ON,6,105,PICE,GLA,,5.7540640916,-0.4721890590,0.2702363141,3.2465753904999999,271.41500000000002,11,0.25964075920000002
ON,6,202,PINU,STR,,99.9999999900,-1.7116521290,0.9921258524,1.7581909771999999,788.64495350000004,25,0.11616291149999999
ON,6,203,PINU,BAN,,15.6754624380,-1.1104869280,0.9381746280,3.3113170869999999,382.60350906000002,20,0.032217491199999997
ON,6,204,PINU,CON,,15.6754624380,-1.1104869280,0.9381746280,3.3113170869999999,382.60350906000002,20,0.032217491199999997
ON,6,204,PINU,CON,LAT,15.6754624380,-1.1104869280,0.9381746280,3.3113170869999999,382.60350906000002,20,0.032217491199999997
ON,6,209,PINU,RES,,11.5408681220,-1.1530590090,0.9966902098,5.9558057326,695.86808688999997,25,0.032275564600000001
ON,6,210,PINU,RIG,,11.5408681220,-1.1530590090,0.9966902098,5.9558057326,695.86808688999997,25,0.032275564600000001
ON,6,211,PINU,SYL,,11.5408681220,-1.1530590090,0.9966902098,5.9558057326,695.86808688999997,25,0.032275564600000001
ON,6,300,ABIE,SPP,,3.5505745561,-0.5333817170,0.7518211479,3.0278216146000001,226.83175173999999,11,0.062427171500000003
ON,6,302,ABIE,BAL,,3.5505745561,-0.5333817170,0.7518211479,3.0278216146000001,226.83175173999999,11,0.062427171500000003
ON,6,401,TSUG,CAN,,1.0741438845,-0.0000000100,0.0000000100,1.0741438593999999,264.84249999999997,5,0.043994686700000001
ON,6,602,LARI,LAR,,12.7295226240,-1.1253071250,1.0000706542,2.4164563174000002,256.43999998999999,13,0.037393395900000001
ON,6,700,THUJ,SPP,,3.2443096546,-0.5518836480,0.7786286285,2.4714088189000001,486.36000000000001,24,0.038896457099999997
